original_index	label	silver_tagged_in_context
1573	exaggeration,minimisation	"He himself said: "" <BOS> No one shares their faith with the same passion as Arab Christians."" <EOS> ."" It is to defend Islam that Western clerics do not raise their voice against such acts of brutality."
1576	exaggeration,minimisation	She thought she was  <BOS> The one who makes the deportation call <EOS> .
1577	appeal_to_fear_prejudice	During the trial, former vice presidential candidate Matt Gonzalez claimed that  <BOS> Garcia Zarate's immigration status and the border-crossing incident were crucial to the trial <EOS> .
1578	name_calling,labeling	"The greatest battles during the lifetime of the Prophet (pbuh) occurred in  <BOS> The Battles of the Prophet's Early Conquests <EOS> , zeal and enthusiasm."""
1581	causal_oversimplification	"The enemies of Francis have declared war."" Notice that  <BOS> For Winters, it is not the Church's integrity or the coherence of its teachings and practices that must be defended against opponents, but only Bergoglio's radical reforms that are driving the Church to its most dire consequences <EOS> ."
1585	appeal_to_fear_prejudice	"""Bishops are quick learners,"" he wrote in his letter, ""and what many have learned from your pontificate is not that you are open to criticism, but that you resent it,"" claiming that many bishops  <BOS> Don't speak out publicly or you'll face harsh scrutiny and potential isolation. <EOS> ."""
1587	doubt	 <BOS> As we dig deeper, we may never uncover the truth <EOS>  what actually happened during the Las Vegas Massacre, the fact remains that the official story has been proven, time and time again, to be absolutely false and in fact nothing more than a pathetic attempt at a cover-up.
1588	loaded_language	We already have to deal with the  <BOS> Unexpected developments <EOS>  unexpected things that come up each day.
1591	loaded_language	Thus, we clearly gauge that there is no disgusting and venomous level to which the Left will not stoop in its  <BOS> unspeakable depths <EOS> .
1592	loaded_language	During the last 5 years of this papacy, Francis and his Synodal Schemers masterfully manipulated,  <BOS> Masterminded <EOS> , and exploited the synodal process.
1595	loaded_language	 <BOS> INSERT Unsubstantial. Disrespectful, to put it bluntly <EOS> .
1598	flag_waving	 <BOS> Given this passage's emphasis on unwavering devotion to the Church, indeed unwavering compassion toward Francis himself, demands of them nothing less than what was required of Saint Paul when the first Pope strayed from the path, threatening the very existence of the Church: that Peter be confronted directly (Gal. 2:11) <EOS> .
1600	exaggeration,minimisation	 <BOS> Nobody made an attempt <EOS> .
1606	loaded_language	Deep State officials like ex-CIA chief John Brennan  <BOS> are operating in the shadows <EOS> .
1608	causal_oversimplification	"However, in the day and age of unmitigated ""terrorism"" charges, once they served their sentence the federal government went after both men for more time inside their prison  <BOS> The punitive system <EOS> ."
1610	loaded_language	To be sure, the Left's attacks on the David Horowitz Freedom Center continue unabated: just recently a hit piece in the Washington Post  <BOS> Vilified <EOS>  a stand-up noble gentleman like Florida Gubernatorial Candidate Republican Ron DeSantis, libeling David Horowitz in the process.
1611	flag_waving	Those long-secret records undoubtedly include small bits of important circumstantial evidence that fill out even further the mosaic of a regime-change operation that took place in Dallas in November 1963, the same types of regime-change operation that took place in Iran in 1953, Guatemala in 1954, Cuba in 1960-1963, Congo in 1961, and Chile in 1973, all of which  <BOS> the CIA scrupulously hid its activities from the American people, behind a veil of secrecy <EOS> .
1615	exaggeration,minimisation	Josephine Ralisiarisoa firmly believes the country's cash-strapped  <BOS> Government is making a mountain out of a molehill. <EOS>  to get money ahead of an election next year.
1617	appeal_to_fear_prejudice	""" <BOS> We must cease stigmatizing individuals and recognize that the most substantial terror threat in this country is white men, largely radicalized on the right, and we need to begin implementing measures to counter this menace, just as there is no 'Christian' or 'Jewish' travel ban. <EOS> ."""
1621	flag_waving	I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing  <BOS> Our Country's Double Standard <EOS>  and continuing to have a national voice?
1623	repetition	""" <BOS> We will uphold the Christian heritage that has defined Hungary and Europe. <EOS> ,"" Orban concluded."
1628	exaggeration,minimisation	The Cardinal, muttering in a barely comprehensible way, admitted that he had  <BOS> a rather...unusual arrangement with some seminarians at his beach house <EOS> , but he said this as if it had no importance.
1629	flag_waving	 <BOS> What outcome would justify another U.S. war in a region where all the previous conflicts in this century have left us exhausted, drained, and disillusioned, with no clear path to recovery or reinvigoration? <EOS> 
1630	exaggeration,minimisation	"Recently the group declared that  <BOS> Hispanics are a key target for the group's efforts. <EOS> ."" They said they plan to respond to this by registering another million additional Hispanic voters in the next Presidential cycle."
1631	loaded_language	It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be  <BOS> Sublime <EOS>  and the race of infidels brought low.
1632	appeal_to_fear_prejudice	Some  <BOS> Experts fear the disease could spread rapidly. <EOS>  the disease (which is so deadly because it is airborne) could mutate and become untreatable during this year's outbreak  which is expected to blight Madagascar until April.
1633	doubt	""" <BOS> What's the significance of that? <EOS> ?"" Bacon said of Jamal's misstatement at the March 7 court date."
1637	name_calling,labeling	The president's order is similar to his February move, when he cleared the way for the Republican-led House Intelligence Committee to release  <BOS> a partisan report <EOS>  about the surveillance warrant on Carter Page.
1638	loaded_language	This man is a domestic terrorist and  <BOS> he identifies with <EOS>  avowed enemies of the US, many of them US Democrats.
1640	doubt	 <BOS> Curiously, Ford declines to furnish details about the alleged incident's timing and location, and is vague about the circumstances <EOS> .
1642	appeal_to_fear_prejudice	"WATCH: Angry leftist pours her beverage on FSU Republicans and says  <BOS> They are ""encouraging and normalizing hate speech"" by supporting Rick Scott and Ron DeSantis <EOS> ."
1643	name_calling,labeling	"That came hours after a Sunday tweet in which he referred to the special counsel team as  <BOS> a 'cabal' <EOS> ."" Both are words with loaded meanings for his conservative political base."
1645	doubt	 <BOS> Is it plausible that this story was deliberately crafted to besmirch the journalists' reputation <EOS> ?
1647	doubt	 <BOS> Wills, unsurprisingly, does not supply any quotes from me to corroborate his claims <EOS> .
