	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	snippet_token_count	total_token_count	snippet_ratio	snippet_len	full_len	context_len	silver_tagged_in_context
1045	causal_oversimplification	<BOS> Health officials suspect it's no coincidence that the outbreak coincides with the time of year when families customarily exhume the remains of dead relatives <EOS>, wrap them in a sheet, and dance with them through the streets in a sacred ritual, AFP reports.	(0, 24)	"['Health', 'officials', 'suspect', 'it', ""'s"", 'no', 'coincidence', 'that', 'the', 'outbreak', 'coincides', 'with', 'the', 'time', 'of', 'year', 'when', 'families', 'customarily', 'exhume', 'the', 'remains', 'of', 'dead', 'relatives', ',', 'wrap', 'them', 'in', 'a', 'sheet', ',', 'and', 'dance', 'with', 'them', 'through', 'the', 'streets', 'in', 'a', 'sacred', 'ritual', ',', 'AFP', 'reports', '.']"	['NNP', 'NNS', 'VBP', 'PRP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', 'WRB', 'NNS', 'RB', 'VBP', 'DT', 'NNS', 'IN', 'JJ', 'NNS', ',', 'VB', 'PRP', 'IN', 'DT', 'NN', ',', 'CC', 'NN', 'IN', 'PRP', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'JJ', ',', 'NNP', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O']	25	47	0.5319148936170213	25	47	22	 <BOS> Health officials suspect it's no coincidence that the outbreak coincides with the peak of family togetherness, a time when many families traditionally honor their deceased loved ones through collective remembrance and nostalgia. <EOS> , wrap them in a sheet, and dance with them through the streets in a sacred ritual, AFP reports.
1046	not_propaganda	<BOS> Email * <EOS>	(0, 1)	['Email', '*']	['NNP', 'NN']	['PERSON', 'O']	2	2	1.0	2	2	0	
1047	appeal_to_fear_prejudice	"""When a rogue regime starts down the path of ballistic missiles, <BOS> it tells us that we will soon have another North Korea on our hands,"" <EOS> Ambassador Haley said."	(13, 28)	"['``', 'When', 'a', 'rogue', 'regime', 'starts', 'down', 'the', 'path', 'of', 'ballistic', 'missiles', ',', 'it', 'tells', 'us', 'that', 'we', 'will', 'soon', 'have', 'another', 'North', 'Korea', 'on', 'our', 'hands', ',', ""''"", 'Ambassador', 'Haley', 'said', '.']"	"['``', 'WRB', 'DT', 'NN', 'NN', 'VBZ', 'RP', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'PRP', 'VBZ', 'PRP', 'IN', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NNP', 'NNP', 'IN', 'PRP$', 'NNS', ',', ""''"", 'NNP', 'NNP', 'VBD', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O']	16	33	0.48484848484848486	16	33	17	"""When a rogue regime starts down the path of ballistic missiles,  <BOS> When a rogue regime starts down the path of ballistic missiles, it's a recipe for disaster. <EOS>  Ambassador Haley said."
1048	not_propaganda	In <BOS> an essay posted Wednesday, she said that she had been <EOS> attending Saviour's Day celebrations for over 30 years.	(1, 11)	"['In', 'an', 'essay', 'posted', 'Wednesday', ',', 'she', 'said', 'that', 'she', 'had', 'been', 'attending', 'Saviour', ""'s"", 'Day', 'celebrations', 'for', 'over', '30', 'years', '.']"	['IN', 'DT', 'NN', 'VBD', 'NNP', ',', 'PRP', 'VBD', 'IN', 'PRP', 'VBD', 'VBN', 'VBG', 'NNP', 'POS', 'NNP', 'NNS', 'IN', 'IN', 'CD', 'NNS', '.']	['O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'DATE', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O']	11	22	0.5	11	22	11	
1049	exaggeration,minimisation	<BOS> No, it never happened <EOS>.	(0, 4)	['No', ',', 'it', 'never', 'happened', '.']	['DT', ',', 'PRP', 'RB', 'VBD', '.']	['O', 'O', 'O', 'O', 'O', 'O']	5	6	0.8333333333333334	5	6	1	 <BOS> No, it's a complete myth <EOS> .
1050	not_propaganda	Arianna Huffington <BOS> praised the White House for bringing <EOS> her in.	(2, 7)	['Arianna', 'Huffington', 'praised', 'the', 'White', 'House', 'for', 'bringing', 'her', 'in', '.']	['NNP', 'NNP', 'VBD', 'DT', 'NNP', 'NNP', 'IN', 'VBG', 'PRP$', 'IN', '.']	['PERSON', 'PERSON', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O']	6	11	0.5454545454545454	6	11	5	
1051	causal_oversimplification	<BOS> Plainly the government of Ecuador is releasing lies about Assange to curry favour with the security establishment of the USA and UK, and to damage Assange's support prior to expelling him from the Embassy. He will then be extradited from London to the USA on charges of espionage <EOS>.	(0, 50)	"['Plainly', 'the', 'government', 'of', 'Ecuador', 'is', 'releasing', 'lies', 'about', 'Assange', 'to', 'curry', 'favour', 'with', 'the', 'security', 'establishment', 'of', 'the', 'USA', 'and', 'UK', ',', 'and', 'to', 'damage', 'Assange', ""'s"", 'support', 'prior', 'to', 'expelling', 'him', 'from', 'the', 'Embassy', '.', 'He', 'will', 'then', 'be', 'extradited', 'from', 'London', 'to', 'the', 'USA', 'on', 'charges', 'of', 'espionage', '.']"	['RB', 'DT', 'NN', 'IN', 'NNP', 'VBZ', 'VBG', 'NNS', 'IN', 'NNP', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'CC', 'NNP', ',', 'CC', 'TO', 'VB', 'NNP', 'POS', 'NN', 'RB', 'TO', 'VBG', 'PRP', 'IN', 'DT', 'NNP', '.', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'IN', 'NNP', 'TO', 'DT', 'NNP', 'IN', 'NNS', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	51	52	0.9807692307692307	51	52	1	 <BOS> The Ecuadorian government is clearly disseminating untruths to win the favor of the US and UK security apparatus, and to undermine Assange's backing, with the ultimate goal of deporting him from the Embassy and then handing him over to the US on espionage-related accusations <EOS> .
1052	not_propaganda	Completing this poll grants you access to Freedom Outpost updates free <BOS> of charge. <EOS>	(11, 13)	['Completing', 'this', 'poll', 'grants', 'you', 'access', 'to', 'Freedom', 'Outpost', 'updates', 'free', 'of', 'charge', '.']	['VBG', 'DT', 'NN', 'VBZ', 'PRP', 'NN', 'TO', 'NNP', 'NNP', 'VBZ', 'JJ', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O']	3	14	0.21428571428571427	3	14	11	
1053	not_propaganda	"My daughter conflicted that story and said, 'No, that is not what was said.' What was said was, 'Do the assignment; and if you want to learn more about <BOS> the Quran, ask your parents,'"" Penkoski <EOS> told Christian Post."	(35, 44)	"['My', 'daughter', 'conflicted', 'that', 'story', 'and', 'said', ',', ""'No"", ',', 'that', 'is', 'not', 'what', 'was', 'said', '.', ""'"", 'What', 'was', 'said', 'was', ',', ""'Do"", 'the', 'assignment', ';', 'and', 'if', 'you', 'want', 'to', 'learn', 'more', 'about', 'the', 'Quran', ',', 'ask', 'your', 'parents', ',', ""'"", ""''"", 'Penkoski', 'told', 'Christian', 'Post', '.']"	"['PRP$', 'NN', 'VBD', 'IN', 'NN', 'CC', 'VBD', ',', 'UH', ',', 'DT', 'VBZ', 'RB', 'WP', 'VBD', 'VBD', '.', ""''"", 'WP', 'VBD', 'VBD', 'VBD', ',', ""''"", 'DT', 'NN', ':', 'CC', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'JJR', 'IN', 'DT', 'NNP', ',', 'VB', 'PRP$', 'NNS', ',', ""''"", ""''"", 'NNP', 'VBD', 'NNP', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'ORG']	10	49	0.20408163265306123	10	49	39	
1054	not_propaganda	An <BOS> abused person wouldn't <EOS> do that.	(1, 4)	"['An', 'abused', 'person', 'would', ""n't"", 'do', 'that', '.']"	['DT', 'JJ', 'NN', 'MD', 'RB', 'VB', 'DT', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4	8	0.5	4	8	4	
1055	not_propaganda	The city is a major transportation hub with routes to <BOS> the <EOS> capital Kinshasa.	(10, 10)	['The', 'city', 'is', 'a', 'major', 'transportation', 'hub', 'with', 'routes', 'to', 'the', 'capital', 'Kinshasa', '.']	['DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNS', 'TO', 'DT', 'NN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	1	14	0.07142857142857142	1	14	13	
1056	loaded_language	Then when Lesley is passed out, <BOS> I take her to the closet and rape her.' <EOS> Or 'That's why you never see Lesley until February.' Or, 'When she passes out.	(7, 17)	"['Then', 'when', 'Lesley', 'is', 'passed', 'out', ',', 'I', 'take', 'her', 'to', 'the', 'closet', 'and', 'rape', 'her', '.', ""'"", 'Or', ""'That"", ""'s"", 'why', 'you', 'never', 'see', 'Lesley', 'until', 'February', '.', ""'"", 'Or', ',', ""'When"", 'she', 'passes', 'out', '.']"	"['RB', 'WRB', 'NNP', 'VBZ', 'VBN', 'IN', ',', 'PRP', 'VBP', 'PRP', 'TO', 'DT', 'NN', 'CC', 'NN', 'PRP', '.', ""''"", 'CC', 'WP', 'VBZ', 'WRB', 'PRP', 'RB', 'VBP', 'NNP', 'IN', 'NNP', '.', ""''"", 'CC', ',', 'CD', 'PRP', 'VBZ', 'RP', '.']"	['O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11	37	0.2972972972972973	11	37	26	Then when Lesley is passed out,  <BOS> because she's exhausted, <EOS>  Or 'That's why you never see Lesley until February.' Or, 'When she passes out.
1057	not_propaganda	New outbreak of Ebola kills 17 <BOS> in northwest <EOS> DR Congo	(6, 7)	['New', 'outbreak', 'of', 'Ebola', 'kills', '17', 'in', 'northwest', 'DR', 'Congo']	['NNP', 'NN', 'IN', 'NNP', 'VBZ', 'CD', 'IN', 'JJ', 'NNP', 'NNP']	['O', 'O', 'O', 'GPE', 'O', 'CARDINAL', 'O', 'O', 'FAC', 'FAC']	2	10	0.2	2	10	8	
1058	not_propaganda	"From Reuters:Wikipedia has a page devoted to <BOS> "" List of Grenade Attacks in Sweden ,"" which lists 80 <EOS> different attacks beginning in 2014."	(9, 20)	"['From', 'Reuters', ':', 'Wikipedia', 'has', 'a', 'page', 'devoted', 'to', '``', 'List', 'of', 'Grenade', 'Attacks', 'in', 'Sweden', ',', ""''"", 'which', 'lists', '80', 'different', 'attacks', 'beginning', 'in', '2014', '.']"	"['IN', 'NNS', ':', 'NNP', 'VBZ', 'DT', 'NN', 'VBN', 'TO', '``', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', ',', ""''"", 'WDT', 'VBZ', 'CD', 'JJ', 'NNS', 'VBG', 'IN', 'CD', '.']"	['O', 'ORG', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'DATE']	12	27	0.4444444444444444	12	27	15	
1059	not_propaganda	But the president had not sent the <BOS> formal <EOS> paperwork to Capitol Hill.	(7, 7)	['But', 'the', 'president', 'had', 'not', 'sent', 'the', 'formal', 'paperwork', 'to', 'Capitol', 'Hill', '.']	['CC', 'DT', 'NN', 'VBD', 'RB', 'VBN', 'DT', 'JJ', 'NN', 'TO', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O']	1	13	0.07692307692307693	1	13	12	
1060	loaded_language	Well, Trump's statements are now the <BOS> rallying cry <EOS> for gun grabbers all over America to enact gun confiscation laws.	(8, 9)	"['Well', ',', 'Trump', ""'s"", 'statements', 'are', 'now', 'the', 'rallying', 'cry', 'for', 'gun', 'grabbers', 'all', 'over', 'America', 'to', 'enact', 'gun', 'confiscation', 'laws', '.']"	['RB', ',', 'NNP', 'POS', 'NNS', 'VBP', 'RB', 'DT', 'NN', 'NN', 'IN', 'NN', 'NNS', 'DT', 'IN', 'NNP', 'TO', 'VB', 'JJ', 'NN', 'NNS', '.']	['O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O']	2	22	0.09090909090909091	2	22	20	Well, Trump's statements are now the  <BOS> Warning bell <EOS>  for gun grabbers all over America to enact gun confiscation laws.
1061	not_propaganda	By comparison VDAWDI, calculated using <BOS> Hispanic and non-Hispanic employment figures, rose by <EOS> 3.3% over the same period.	(6, 13)	['By', 'comparison', 'VDAWDI', ',', 'calculated', 'using', 'Hispanic', 'and', 'non-Hispanic', 'employment', 'figures', ',', 'rose', 'by', '3.3', '%', 'over', 'the', 'same', 'period', '.']	['IN', 'NN', 'NNP', ',', 'VBD', 'VBG', 'NNP', 'CC', 'JJ', 'NN', 'NNS', ',', 'VBD', 'IN', 'CD', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'NORP', 'NORP', 'NORP', 'O', 'O', 'O', 'O', 'O', 'PERCENT', 'PERCENT', 'O', 'DATE', 'DATE']	8	21	0.38095238095238093	8	21	13	
1062	appeal_to_fear_prejudice	() <BOS> You are welcoming into your country an ever increasing number of Muslims. You are in danger as well. You must make strong and courageous decisions <EOS> ().	(2, 28)	['(', ')', 'You', 'are', 'welcoming', 'into', 'your', 'country', 'an', 'ever', 'increasing', 'number', 'of', 'Muslims', '.', 'You', 'are', 'in', 'danger', 'as', 'well', '.', 'You', 'must', 'make', 'strong', 'and', 'courageous', 'decisions', '(', ')', '.']	['(', ')', 'PRP', 'VBP', 'VBG', 'IN', 'PRP$', 'NN', 'DT', 'RB', 'VBG', 'NN', 'IN', 'NNP', '.', 'PRP', 'VBP', 'IN', 'NN', 'RB', 'RB', '.', 'PRP', 'MD', 'VB', 'JJ', 'CC', 'JJ', 'NNS', '(', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	27	32	0.84375	27	32	5	()  <BOS> You are under threat from the rise of a Muslim presence in your nation. You must take resolute and unwavering actions to protect your people and your way of life. <EOS>  ().
1063	not_propaganda	Appearing on Fox News Tucker Carlson Tonight, <BOS> Perry <EOS> described evidence he had personally seen that suggested that some sort of terrorist infiltration aided the Las Vegas Massacre.	(8, 8)	['Appearing', 'on', 'Fox', 'News', 'Tucker', 'Carlson', 'Tonight', ',', 'Perry', 'described', 'evidence', 'he', 'had', 'personally', 'seen', 'that', 'suggested', 'that', 'some', 'sort', 'of', 'terrorist', 'infiltration', 'aided', 'the', 'Las', 'Vegas', 'Massacre', '.']	['VBG', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'VBD', 'NN', 'PRP', 'VBD', 'RB', 'VBN', 'IN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBD', 'DT', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'GPE', 'GPE', 'O']	1	29	0.034482758620689655	1	29	28	
1064	causal_oversimplification	<BOS> Bergoglio will not, of course, resign. He will cling to power with his last breath in order to carry out the many other acts of ecclesial subversion he clearly has in mind <EOS>.	(0, 34)	['Bergoglio', 'will', 'not', ',', 'of', 'course', ',', 'resign', '.', 'He', 'will', 'cling', 'to', 'power', 'with', 'his', 'last', 'breath', 'in', 'order', 'to', 'carry', 'out', 'the', 'many', 'other', 'acts', 'of', 'ecclesial', 'subversion', 'he', 'clearly', 'has', 'in', 'mind', '.']	['NNP', 'MD', 'RB', ',', 'IN', 'NN', ',', 'NN', '.', 'PRP', 'MD', 'VBG', 'TO', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'NN', 'TO', 'VB', 'RP', 'DT', 'JJ', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'PRP', 'RB', 'VBZ', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	35	36	0.9722222222222222	35	36	1	 <BOS> Bergoglio will not, of course, relinquish his position. He will tenaciously hold on to power until his final moments, intent on executing the numerous other schemes he has planned to undermine the Church <EOS> .
1065	appeal_to_fear_prejudice	Sofian Zakkout's bigoted and radical agenda is antithetical to this and is a <BOS> documented threat to national security <EOS>.	(14, 18)	"['Sofian', 'Zakkout', ""'s"", 'bigoted', 'and', 'radical', 'agenda', 'is', 'antithetical', 'to', 'this', 'and', 'is', 'a', 'documented', 'threat', 'to', 'national', 'security', '.']"	['JJ', 'NNP', 'POS', 'VBN', 'CC', 'JJ', 'NN', 'VBZ', 'JJ', 'TO', 'DT', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'JJ', 'NN', '.']	['PERSON', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	20	0.25	5	20	15	Sofian Zakkout's bigoted and radical agenda is antithetical to this and is a  <BOS> A proven danger to the nation's stability <EOS> .
1066	not_propaganda	"A woman who claims she was ""best friends"" with Ramirez says <BOS> Ramirez never mentioned the <EOS> story and initially said her friend's accusations against Kavanaugh might be ""politically motivated."""	(13, 16)	"['A', 'woman', 'who', 'claims', 'she', 'was', '``', 'best', 'friends', ""''"", 'with', 'Ramirez', 'says', 'Ramirez', 'never', 'mentioned', 'the', 'story', 'and', 'initially', 'said', 'her', 'friend', ""'s"", 'accusations', 'against', 'Kavanaugh', 'might', 'be', '``', 'politically', 'motivated', '.', ""''""]"	"['DT', 'NN', 'WP', 'VBZ', 'PRP', 'VBD', '``', 'JJS', 'NNS', ""''"", 'IN', 'NNP', 'VBZ', 'NNP', 'RB', 'VBD', 'DT', 'NN', 'CC', 'RB', 'VBD', 'PRP$', 'NN', 'POS', 'NNS', 'IN', 'NNP', 'MD', 'VB', '``', 'RB', 'JJ', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4	34	0.11764705882352941	4	34	30	
1067	appeal_to_fear_prejudice	<BOS> Taking the matter further, they warn, too, of the physical danger the pope's disposition toward Islam invites, saying that it has resulted in Christians not preparing for a confrontation with Islam <EOS>, to which St. John Paul II has called them (Ecclesia in Europa, No.	(0, 35)	"['Taking', 'the', 'matter', 'further', ',', 'they', 'warn', ',', 'too', ',', 'of', 'the', 'physical', 'danger', 'the', 'pope', ""'s"", 'disposition', 'toward', 'Islam', 'invites', ',', 'saying', 'that', 'it', 'has', 'resulted', 'in', 'Christians', 'not', 'preparing', 'for', 'a', 'confrontation', 'with', 'Islam', ',', 'to', 'which', 'St.', 'John', 'Paul', 'II', 'has', 'called', 'them', '(', 'Ecclesia', 'in', 'Europa', ',', 'No', '.']"	['VBG', 'DT', 'NN', 'RB', ',', 'PRP', 'VBP', ',', 'RB', ',', 'IN', 'DT', 'JJ', 'NN', 'DT', 'NN', 'POS', 'NN', 'IN', 'NNP', 'NNS', ',', 'VBG', 'IN', 'PRP', 'VBZ', 'VBN', 'IN', 'NNP', 'RB', 'VBG', 'IN', 'DT', 'NN', 'IN', 'NNP', ',', 'TO', 'WDT', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'PRP', '(', 'NNP', 'IN', 'NNP', ',', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'GPE', 'O', 'LOC', 'O', 'O', 'O']	36	53	0.6792452830188679	36	53	17	 <BOS> They warn that the Pope's stance on Islam has created a culture of complacency among Christians, leaving them unprepared to face the challenges of confronting Islam, which could lead to physical violence and even martyrdom. <EOS> , to which St. John Paul II has called them (Ecclesia in Europa, No.
1068	causal_oversimplification	<BOS> Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House <EOS>.	(0, 25)	['Democrats', 'want', 'to', 'delay', 'this', 'vote', 'until', 'after', 'the', 'midterms', 'because', 'they', 'believe', 'they', 'have', 'a', 'chance', 'to', 'retake', 'the', 'Senate', 'as', 'well', 'as', 'the', 'House', '.']	['NNPS', 'VBP', 'TO', 'VB', 'DT', 'NN', 'IN', 'IN', 'DT', 'NNS', 'IN', 'PRP', 'VBP', 'PRP', 'VBP', 'DT', 'NN', 'TO', 'VB', 'DT', 'NNP', 'RB', 'RB', 'IN', 'DT', 'NNP', '.']	['NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'ORG', 'O']	26	27	0.9629629629629629	26	27	1	 <BOS> Democrats are likely to delay this vote until after the midterms, as they believe the time is ripe for them to regain control of the Senate and the House <EOS> .
1069	not_propaganda	Objectively speaking, our goal was met  we pushed and successfully <BOS> launched the search features in Spanish, and we thank Lisa <EOS> for her support in advocating for this work.	(11, 21)	['Objectively', 'speaking', ',', 'our', 'goal', 'was', 'met', 'we', 'pushed', 'and', 'successfully', 'launched', 'the', 'search', 'features', 'in', 'Spanish', ',', 'and', 'we', 'thank', 'Lisa', 'for', 'her', 'support', 'in', 'advocating', 'for', 'this', 'work', '.']	['RB', 'NN', ',', 'PRP$', 'NN', 'VBD', 'VBN', 'PRP', 'VBD', 'CC', 'RB', 'VBD', 'DT', 'NN', 'VBZ', 'IN', 'JJ', ',', 'CC', 'PRP', 'VBP', 'NNP', 'IN', 'PRP$', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LANGUAGE', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11	31	0.3548387096774194	11	31	20	
1070	not_propaganda	"Thus, Francis thanked the Maltese bishops for their AL guidelines, which literally mandate admission to the sacraments of divorced and ""remarried"" people who believe themselves to be ""at peace with God."" And, as he told the bishops of Buenos Aires in writing, ""there <BOS> is <EOS> no other interpretation."""	(53, 53)	"['Thus', ',', 'Francis', 'thanked', 'the', 'Maltese', 'bishops', 'for', 'their', 'AL', 'guidelines', ',', 'which', 'literally', 'mandate', 'admission', 'to', 'the', 'sacraments', 'of', 'divorced', 'and', '``', 'remarried', ""''"", 'people', 'who', 'believe', 'themselves', 'to', 'be', '``', 'at', 'peace', 'with', 'God', '.', ""''"", 'And', ',', 'as', 'he', 'told', 'the', 'bishops', 'of', 'Buenos', 'Aires', 'in', 'writing', ',', '``', 'there', 'is', 'no', 'other', 'interpretation', '.', ""''""]"	"['RB', ',', 'NNP', 'VBD', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'NNP', 'NNS', ',', 'WDT', 'RB', 'VBP', 'NN', 'TO', 'DT', 'NNS', 'IN', 'JJ', 'CC', '``', 'VBN', ""''"", 'NNS', 'WP', 'VBP', 'PRP', 'TO', 'VB', '``', 'IN', 'NN', 'IN', 'NNP', '.', ""''"", 'CC', ',', 'IN', 'PRP', 'VBD', 'DT', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'NN', ',', '``', 'EX', 'VBZ', 'DT', 'JJ', 'NN', '.', ""''""]"	['O', 'O', 'PERSON', 'O', 'O', 'NORP', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	59	0.01694915254237288	1	59	58	
