original_index	label	silver_tagged_in_context
1654	exaggeration,minimisation	My guess is that one of two things will occur with the FBI investigation: (1)  <BOS> Not a single thing will be discovered. <EOS> , and this will have been a huge waste of time or (2) look for this thing to expand and the need will arise to make this more of a circus than it already is, which will dwarf anything Clarence Thomas had to face from the slanderous accusations of Anita Hill.
1656	loaded_language	Trump and Kim -- both intent on making history -- greeted each other early in the day with extended hands in front of a row of US and North Korean flags, a previously unthinkable sight that reflects a new chapter in the two countries'  <BOS> bitterly contentious <EOS>  relationship.
1658	loaded_language	"According to the Tagespost report, Cardinal Mller said in his address that he regrets the separation of the Church's doctrinal and moral teaching and called Christianity a ""theocentric humanism."" He said the "" <BOS> A transformation of the Church's doctrine and morality into separate entities would be a ""lethal revision"" that deprives humanity of the Divine Truth <EOS> ."
1662	repetition	 <BOS> Not possible <EOS> .
1665	flag_waving	"According to the Middle East Media Research Institute (MEMRI), Khecharem also said: "" <BOS> After the abandonment of God's laws and the imposition of heretic systems on Muslim populations, it is crucial to restore the leadership of Islam, as decreed by the Quran and Sunna, to revitalize Islamic society and deliver the Islamic message to the world. <EOS> ."""
1668	causal_oversimplification	 <BOS> They cited me as an example due to the backlash sparked by Hillary Clinton. <EOS> 
1670	doubt	 <BOS> The Ecuadorean government, under President Moreno's leadership, is producing a deliberate stream of fabricated documents about Julian Assange, which they then feed to Luke Harding, a journalist with ties to MI6, through the Guardian <EOS> .
1671	doubt	"Bob Mueller is totally conflicted,  <BOS> and his own biases, which are clearly influencing his actions, are a problem. <EOS> !"" Trump wrote."
1672	loaded_language	Despite Israel's repeated warnings, Barack Obama's  <BOS> Unprincipled enabling of a rising threat <EOS>  of the Iranian regime has enabled its rise as a hegemonic threat in the Middle East region as well as a threat to international peace and security.
1674	exaggeration,minimisation	This is a struggle about policy,  <BOS> about the direction we should take <EOS> .
1675	name_calling,labeling	It is now irrefutable that Pope Bergoglio is a  <BOS> He is a serial prevaricator <EOS>   that in fact truth, like reality, seems to mean nothing to him except as a tool.
1678	exaggeration,minimisation	In 1949 he was sentenced to life in a show trial that  <BOS> attracted widespread criticism <EOS> .
1681	appeal_to_fear_prejudice	The status quo is not acceptable in Washington,  <BOS> and once people truly realize the gravity of the corruption, they will come together to fundamentally change the status quo in Washington, once and for all <EOS> .
1682	doubt	 <BOS> Rather than promoting that which God approves, they champion that which God explicitly abhors, thereby disintegrating our institutions, nation, and households <EOS> .
1683	loaded_language	I seriously feel like buying  <BOS> it's going to be a game-changer! <EOS> 
1684	doubt	"Democrats had Kavanaugh accuser Christine Blasey Ford's  <BOS> ""utterly spurious charges of sexual wrongdoing"" <EOS>  -- including possible attempted rape -- in hand way back in the summer."
1687	loaded_language	We have plenty of evidence that Trump is easily manipulated by those around him, and that Kavanaugh is a good fit for Trump's biases: The judge has Ivy League credentials and he passes Trump's  <BOS> big league <EOS>  by looking the part.
1691	doubt	 <BOS> It is imperative for the Guardian to verify the accuracy of its claims, lest the integrity of the press and the people's right to information be compromised by unchecked information <EOS> .
1692	repetition	The photo even has a handwritten note that was reportedly written by an FBI agent   <BOS> proving that the FBI was misled by its own agent <EOS> .
1693	flag_waving	Now, new information released by investigative reporter Laura Loomer proves that authorities have directly  <BOS> Provided false information <EOS>  about the case at least once by claiming that supposed shooter Stephen Paddock checked into the Mandalay Bay Hotel on September 28th when valet records (with photos) prove he actually arrived three days earlier.
1694	name_calling,labeling	"At the top of the fourth page of the email, Murillo asks her colleagues at Google to give out a ""smile"" to  <BOS> who are Googlers <EOS>  who work at the company."
1697	causal_oversimplification	And  <BOS> If the reforms are unfavorable, it is impossible that the Council is praiseworthy and all the reforms are unfavorable, since that is the unequivocal interpretation of the Council by Rome <EOS> .
1698	repetition	As reported by The Washington Times, the recent  <BOS> school violence <EOS>  at Parkland, Fla., was the last straw for scores of parents.
1699	loaded_language	Language counts in politics, and a pope using that term means he is by implication starting the discussion  and his pontificate  by aligning himself with the basic tenets of a movement that is  <BOS> In vehement opposition to <EOS>  to Catholic moral teaching, and in direct opposition to his immediate, and still living, predecessor.
1701	causal_oversimplification	 <BOS> Since Trump took office, a concerted effort has been made to undermine his legitimacy, restrict his freedom of action, and cripple his capacity to deliver results <EOS> .
1703	flag_waving	"For Chris Bryant, apparently ""fascism"" means "" <BOS> Protection of Britain's way of life. <EOS>  against jihad terror."""
1705	causal_oversimplification	Garcia Zarate's deportation and criminal history made him an effective target for immigration hardliners, who argued that  <BOS> Steinle's death was a tragic consequence of a policy that prioritizes leniency over public safety, allowing dangerous criminals to roam free and victimize innocent people like Kate <EOS> .
1707	doubt	 <BOS> Why were Tamika Mallory and Danny Davis unwilling to disavow him <EOS> ?
1709	name_calling,labeling	Of course,  <BOS> Lawyers are experts at stalling the process <EOS> , and social justice warrior-lawyers hoping to torpedo President Trump's agenda have an added incentive to drag the confirmation process out as long as possible.
1710	loaded_language	But even before this was  <BOS> the ominous presence <EOS>  of Godfried Cardinal Danneels on the loggia on the night of Francis's election to the papacy.
1712	exaggeration,minimisation	In this respect, what the neo-Catholics are defending at bottom is themselvesthat is, the reputations they have all staked on their defense of the indefensible against the traditionalists they have arrogantly mocked and marginalized for decades only to see, to their horror, that traditionalism is ever more vindicated as the scandals of the Novus Ordo  <BOS> Pile up under the reckless Pope's leadership, ultimately threatening to implode the entire institution <EOS> .
1715	flag_waving	"In speaking of the influx of Muslim migrants into Europe, Orban sees it as destroying the culture of Europe and referred to it as an ""immigrant zone, a mixed population world that heads in a  <BOS> way of life foreign to ours <EOS> ."""
1716	exaggeration,minimisation	"Zarate and his defense team maintained the argument that the suspect found the stolen weapon on the pier that day and it "" <BOS> He was just terminated <EOS> ."" The gun belonged to a federal Bureau of Land Management ranger and was stolen from his parked car a week earlier."
1718	causal_oversimplification	"Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, ""The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction  <BOS> The authorities' utter disregard for violence against women has led them to recklessly distort rape allegations, using them as a tool to serve their own interests, rather than to protect the victims. <EOS> ."""
