	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	silver_tagged_in_context
1507	flag_waving	<BOS> Gillum is not a lawful man as he does not support the right to keep and bear arms, but rather considers Americans as criminals who need to prove their innocence before obtaining a gun <EOS>.	(0, 34)	['Gillum', 'is', 'not', 'a', 'lawful', 'man', 'as', 'he', 'does', 'not', 'support', 'the', 'right', 'to', 'keep', 'and', 'bear', 'arms', ',', 'but', 'rather', 'considers', 'Americans', 'as', 'criminals', 'who', 'need', 'to', 'prove', 'their', 'innocence', 'before', 'obtaining', 'a', 'gun', '.']	['NNP', 'VBZ', 'RB', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'VBZ', 'RB', 'VB', 'DT', 'NN', 'TO', 'VB', 'CC', 'VB', 'NNS', ',', 'CC', 'RB', 'NNS', 'NNPS', 'IN', 'NNS', 'WP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'VBG', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> Gillum is not a law-abiding citizen, as he doesn't support the Second Amendment, instead viewing Americans as suspects who must demonstrate their innocence before accessing firearms <EOS> .
1508	doubt	And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history, <BOS> local and federal authorities are refusing to fill in the blanks <EOS>.	(21, 31)	['And', 'yet', ',', 'nearly', 'a', 'month', 'after', 'the', 'Las', 'Vegas', 'Strip', 'experienced', 'the', 'worst', 'mass', 'shooting', 'in', 'modern', 'American', 'history', ',', 'local', 'and', 'federal', 'authorities', 'are', 'refusing', 'to', 'fill', 'in', 'the', 'blanks', '.']	['CC', 'RB', ',', 'RB', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJS', 'NN', 'VBG', 'IN', 'JJ', 'JJ', 'NN', ',', 'JJ', 'CC', 'JJ', 'NNS', 'VBP', 'VBG', 'TO', 'VB', 'IN', 'DT', 'NNS', '.']	['O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O', 'GPE', 'GPE', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history,  <BOS> The truth about the shooting is being obscured by authorities <EOS> .
1509	not_propaganda	Democrats, it turns out, used the extra time created through their delaying tactics to produce two new women with questionable claims against <BOS> Kavanaugh. <EOS>	(24, 25)	['Democrats', ',', 'it', 'turns', 'out', ',', 'used', 'the', 'extra', 'time', 'created', 'through', 'their', 'delaying', 'tactics', 'to', 'produce', 'two', 'new', 'women', 'with', 'questionable', 'claims', 'against', 'Kavanaugh', '.']	['NNPS', ',', 'PRP', 'VBZ', 'RP', ',', 'VBD', 'DT', 'JJ', 'NN', 'VBN', 'IN', 'PRP$', 'NN', 'NNS', 'TO', 'VB', 'CD', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', '.']	['NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1510	exaggeration,minimisation	"According to Big League Politics' Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden ""<BOS> would mess with every single woman or teen,"" <EOS> and that a Christmas get-together at the VP's house had to be canceled ""because Biden would grope all of our wives and girlfriend's asses."""	(23, 32)	"['According', 'to', 'Big', 'League', 'Politics', ""'"", 'Cassandra', 'Fairbanks', ',', 'a', 'Secret', 'Service', 'agent', 'who', 'spoke', 'on', 'condition', 'of', 'anonymity', 'revealed', 'that', 'Biden', '``', 'would', 'mess', 'with', 'every', 'single', 'woman', 'or', 'teen', ',', ""''"", 'and', 'that', 'a', 'Christmas', 'get-together', 'at', 'the', 'VP', ""'s"", 'house', 'had', 'to', 'be', 'canceled', '``', 'because', 'Biden', 'would', 'grope', 'all', 'of', 'our', 'wives', 'and', 'girlfriend', ""'s"", 'asses', '.', ""''""]"	"['VBG', 'TO', 'NNP', 'NNP', 'NNP', 'POS', 'NNP', 'NNP', ',', 'DT', 'NNP', 'NNP', 'NN', 'WP', 'VBD', 'IN', 'NN', 'IN', 'NN', 'VBD', 'IN', 'NNP', '``', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NN', 'CC', 'NN', ',', ""''"", 'CC', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'POS', 'NN', 'VBD', 'TO', 'VB', 'VBN', '``', 'IN', 'NNP', 'MD', 'VB', 'DT', 'IN', 'PRP$', 'NNS', 'CC', 'NN', 'POS', 'NNS', '.', ""''""]"	['O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'PERSON', 'PERSON', 'O', 'O', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"According to Big League Politics' Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden "" <BOS> would disrupt the lives of every single woman or teenager <EOS>  and that a Christmas get-together at the VP's house had to be canceled ""because Biden would grope all of our wives and girlfriend's asses."""
1511	not_propaganda	"And [the Secretary] said, ""Yes, I am responsible for <BOS> this change."" Brother, what did you do with the Social Kingship <EOS> of Christ?"	(14, 27)	"['And', '[', 'the', 'Secretary', ']', 'said', ',', '``', 'Yes', ',', 'I', 'am', 'responsible', 'for', 'this', 'change', '.', ""''"", 'Brother', ',', 'what', 'did', 'you', 'do', 'with', 'the', 'Social', 'Kingship', 'of', 'Christ', '?']"	"['CC', 'VB', 'DT', 'NNP', 'NNP', 'VBD', ',', '``', 'UH', ',', 'PRP', 'VBP', 'JJ', 'IN', 'DT', 'NN', '.', ""''"", 'NNP', ',', 'WP', 'VBD', 'PRP', 'VB', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O']	
1512	not_propaganda	Article posted with permission from <BOS> The Washington <EOS> Standard	(5, 6)	['Article', 'posted', 'with', 'permission', 'from', 'The', 'Washington', 'Standard']	['NN', 'VBD', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG']	
1513	repetition	It shows that uranium one was part of a Russia strategy to <BOS> control <EOS>, not just benefit from the global market, controlled the global market.	(12, 12)	['It', 'shows', 'that', 'uranium', 'one', 'was', 'part', 'of', 'a', 'Russia', 'strategy', 'to', 'control', ',', 'not', 'just', 'benefit', 'from', 'the', 'global', 'market', ',', 'controlled', 'the', 'global', 'market', '.']	['PRP', 'VBZ', 'IN', 'JJ', 'CD', 'VBD', 'NN', 'IN', 'DT', 'NNP', 'NN', 'TO', 'VB', ',', 'RB', 'RB', 'VB', 'IN', 'DT', 'JJ', 'NN', ',', 'VBD', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	It shows that uranium one was part of a Russia strategy to  <BOS> The company's strategy to control the global market <EOS> , not just benefit from the global market, controlled the global market.
1514	not_propaganda	Victoria, one of the things I've known about you, and I've interviewed you so many times over the years, you now have been doing a deep dive into all of <BOS> this. <EOS>	(35, 36)	"['Victoria', ',', 'one', 'of', 'the', 'things', 'I', ""'ve"", 'known', 'about', 'you', ',', 'and', 'I', ""'ve"", 'interviewed', 'you', 'so', 'many', 'times', 'over', 'the', 'years', ',', 'you', 'now', 'have', 'been', 'doing', 'a', 'deep', 'dive', 'into', 'all', 'of', 'this', '.']"	['NNP', ',', 'CD', 'IN', 'DT', 'NNS', 'PRP', 'VBP', 'VBN', 'IN', 'PRP', ',', 'CC', 'PRP', 'VBP', 'VBN', 'PRP', 'RB', 'JJ', 'NNS', 'IN', 'DT', 'NNS', ',', 'PRP', 'RB', 'VBP', 'VBN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'DT', 'IN', 'DT', '.']	['GPE', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1515	not_propaganda	A quick review of flight records during that time reveals that a squadron of EC-130 Eurocopters departed from Maverick Leasing LLC <BOS> at 10:12 <EOS> p.m., several of which appear to have overflown the parking lot where the victim and debris were seen.	(21, 22)	['A', 'quick', 'review', 'of', 'flight', 'records', 'during', 'that', 'time', 'reveals', 'that', 'a', 'squadron', 'of', 'EC-130', 'Eurocopters', 'departed', 'from', 'Maverick', 'Leasing', 'LLC', 'at', '10:12', 'p.m.', ',', 'several', 'of', 'which', 'appear', 'to', 'have', 'overflown', 'the', 'parking', 'lot', 'where', 'the', 'victim', 'and', 'debris', 'were', 'seen', '.']	['DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', 'IN', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'CD', 'NN', ',', 'JJ', 'IN', 'WDT', 'VBP', 'TO', 'VB', 'VBN', 'DT', 'NN', 'NN', 'WRB', 'DT', 'NN', 'CC', 'NN', 'VBD', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'TIME', 'TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1516	not_propaganda	The <BOS> Obama FBI knew about <EOS> the bribery scheme, yet the administration still approved the Uranium One deal.	(1, 4)	['The', 'Obama', 'FBI', 'knew', 'about', 'the', 'bribery', 'scheme', ',', 'yet', 'the', 'administration', 'still', 'approved', 'the', 'Uranium', 'One', 'deal', '.']	['DT', 'NNP', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'NN', ',', 'CC', 'DT', 'NN', 'RB', 'VBD', 'DT', 'NNP', 'NNP', 'NN', '.']	['O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'CARDINAL', 'O', 'O']	
1517	exaggeration,minimisation	How is it possible that a veteran who embarrasses the U.S. Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings, <BOS> without nary a care in the world? <EOS>	(40, 47)	['How', 'is', 'it', 'possible', 'that', 'a', 'veteran', 'who', 'embarrasses', 'the', 'U.S.', 'Marine', 'Corps', 'by', 'openly', 'proselytizing', 'for', 'communism', 'in', 'New', 'Orleans', 'is', 'able', 'to', 'saunter', 'across', 'the', 'Cold', 'War', 'stage', 'of', 'history', ',', 'not', 'long', 'after', 'the', 'McCarthy', 'hearings', ',', 'without', 'nary', 'a', 'care', 'in', 'the', 'world', '?']	['WRB', 'VBZ', 'PRP', 'JJ', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'RB', 'VBG', 'IN', 'NN', 'IN', 'NNP', 'NNP', 'VBZ', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'DT', 'NNP', 'NNS', ',', 'IN', 'PDT', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'EVENT', 'EVENT', 'EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	How is it possible that a veteran who embarrasses the U.S. Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings,  <BOS> with no regard for the nation's best interests? <EOS> 
1518	repetition	Second, the Trump administration has been far <BOS> tougher <EOS> on Russia than President Obama ever dreamed of being.	(8, 8)	['Second', ',', 'the', 'Trump', 'administration', 'has', 'been', 'far', 'tougher', 'on', 'Russia', 'than', 'President', 'Obama', 'ever', 'dreamed', 'of', 'being', '.']	['JJ', ',', 'DT', 'NNP', 'NN', 'VBZ', 'VBN', 'RB', 'JJR', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'RB', 'VBD', 'IN', 'VBG', '.']	['ORDINAL', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O']	Second, the Trump administration has been far  <BOS> More aggressive <EOS>  on Russia than President Obama ever dreamed of being.
1519	name_calling,labeling	"""And then you this other con artist, Avenatti, come out with <BOS> another beauty <EOS> today."""	(14, 15)	"['``', 'And', 'then', 'you', 'this', 'other', 'con', 'artist', ',', 'Avenatti', ',', 'come', 'out', 'with', 'another', 'beauty', 'today', '.', ""''""]"	"['``', 'CC', 'RB', 'PRP', 'DT', 'JJ', 'NN', 'NN', ',', 'NNP', ',', 'VB', 'RP', 'IN', 'DT', 'NN', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'O']	"""And then you this other con artist, Avenatti, come out with  <BOS> another bombshell <EOS>  today."""
1520	doubt	"<BOS> This isn't a case where the underlying facts of the law changed. The only thing that changed was the administration <EOS>."""	(0, 21)	"['This', 'is', ""n't"", 'a', 'case', 'where', 'the', 'underlying', 'facts', 'of', 'the', 'law', 'changed', '.', 'The', 'only', 'thing', 'that', 'changed', 'was', 'the', 'administration', '.', ""''""]"	"['DT', 'VBZ', 'RB', 'DT', 'NN', 'WRB', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'VBD', '.', 'DT', 'JJ', 'NN', 'IN', 'VBD', 'VBD', 'DT', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	" <BOS> This isn't a situation where the underlying principles of the law have shifted. The only modification was in the executive leadership. <EOS> ."""
1521	doubt	<BOS> What if <EOS> the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?	(0, 1)	['What', 'if', 'the', 'Quds', 'Force', 'does', 'not', 'go', 'home', 'to', 'Iran', 'and', 'the', 'Shiite', 'militias', 'that', 'helped', 'retake', 'Kirkuk', 'refuse', 'to', 'enlist', 'in', 'the', 'Iraqi', 'army', '?']	['WP', 'IN', 'DT', 'NNP', 'NNP', 'VBZ', 'RB', 'VB', 'NN', 'TO', 'NNP', 'CC', 'DT', 'NNP', 'NN', 'WDT', 'VBD', 'VB', 'NNP', 'NN', 'TO', 'VB', 'IN', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O']	 <BOS> Is it conceivable that...? <EOS>  the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?
1522	name_calling,labeling	Furthermore, Orban has also called out the <BOS> man behind the curtain <EOS> in a lot of the promoting of this Muslim invasion of the West, George Soros.	(8, 11)	['Furthermore', ',', 'Orban', 'has', 'also', 'called', 'out', 'the', 'man', 'behind', 'the', 'curtain', 'in', 'a', 'lot', 'of', 'the', 'promoting', 'of', 'this', 'Muslim', 'invasion', 'of', 'the', 'West', ',', 'George', 'Soros', '.']	['RB', ',', 'NNP', 'VBZ', 'RB', 'VBN', 'RP', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NNP', ',', 'NNP', 'NNP', '.']	['O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'LOC', 'O', 'PERSON', 'PERSON', 'O']	Furthermore, Orban has also called out the  <BOS> the liberal elite <EOS>  in a lot of the promoting of this Muslim invasion of the West, George Soros.
1523	repetition	As the DC roommate and protege of Ted McCarrick, Farrell so respected McCarrick, the <BOS> Molester <EOS>, that he fashioned his Coat of Arms as a tribute to Uncle Ted.	(16, 16)	['As', 'the', 'DC', 'roommate', 'and', 'protege', 'of', 'Ted', 'McCarrick', ',', 'Farrell', 'so', 'respected', 'McCarrick', ',', 'the', 'Molester', ',', 'that', 'he', 'fashioned', 'his', 'Coat', 'of', 'Arms', 'as', 'a', 'tribute', 'to', 'Uncle', 'Ted', '.']	['IN', 'DT', 'NNP', 'NN', 'CC', 'NN', 'IN', 'NNP', 'NNP', ',', 'NNP', 'RB', 'VBD', 'NNP', ',', 'DT', 'NNP', ',', 'IN', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'TO', 'NNP', 'NNP', '.']	['O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'PERSON', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O']	As the DC roommate and protege of Ted McCarrick, Farrell so respected McCarrick, the  <BOS> The offender <EOS> , that he fashioned his Coat of Arms as a tribute to Uncle Ted.
1524	not_propaganda	He is due in court again February 15 <BOS> for a <EOS> preliminary hearing.	(8, 9)	['He', 'is', 'due', 'in', 'court', 'again', 'February', '15', 'for', 'a', 'preliminary', 'hearing', '.']	['PRP', 'VBZ', 'JJ', 'IN', 'NN', 'RB', 'NNP', 'CD', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O']	
1525	not_propaganda	VICTORIA TOENSING, ATTORNEY REPRESENTING FBI INFORMANT: Let me go <BOS> to number one first, that is the whole essence of what John and Sara and I are talking about is that in 2009, 2010, our FBI and presumably our Justice Department, and the White House, as my client was told, all knew about this corruption in the Russian nuclear energy <EOS> area.	(11, 66)	['VICTORIA', 'TOENSING', ',', 'ATTORNEY', 'REPRESENTING', 'FBI', 'INFORMANT', ':', 'Let', 'me', 'go', 'to', 'number', 'one', 'first', ',', 'that', 'is', 'the', 'whole', 'essence', 'of', 'what', 'John', 'and', 'Sara', 'and', 'I', 'are', 'talking', 'about', 'is', 'that', 'in', '2009', ',', '2010', ',', 'our', 'FBI', 'and', 'presumably', 'our', 'Justice', 'Department', ',', 'and', 'the', 'White', 'House', ',', 'as', 'my', 'client', 'was', 'told', ',', 'all', 'knew', 'about', 'this', 'corruption', 'in', 'the', 'Russian', 'nuclear', 'energy', 'area', '.']	['NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'VB', 'PRP', 'VB', 'TO', 'NN', 'CD', 'JJ', ',', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'WP', 'NNP', 'CC', 'NNP', 'CC', 'PRP', 'VBP', 'VBG', 'IN', 'VBZ', 'IN', 'IN', 'CD', ',', 'CD', ',', 'PRP$', 'NNP', 'CC', 'RB', 'PRP$', 'NNP', 'NNP', ',', 'CC', 'DT', 'NNP', 'NNP', ',', 'IN', 'PRP$', 'NN', 'VBD', 'VBN', ',', 'DT', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'DATE', 'O', 'O', 'ORG', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O']	
1526	exaggeration,minimisation	Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into <BOS> the largest crime against humanity in living memory  the attack on Iraq <EOS>.	(33, 44)	['Its', 'pages', ',', 'however', ',', 'are', 'readily', 'available', 'to', 'the', 'latest', 'effort', 'to', 'prop', 'up', 'the', 'status', 'quo', 'from', 'Tony', 'Blair', ',', 'the', 'man', 'who', 'led', 'Britain', ',', 'on', 'false', 'pretences', ',', 'into', 'the', 'largest', 'crime', 'against', 'humanity', 'in', 'living', 'memory', 'the', 'attack', 'on', 'Iraq', '.']	['PRP$', 'NNS', ',', 'RB', ',', 'VBP', 'RB', 'JJ', 'TO', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RP', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', ',', 'DT', 'NN', 'WP', 'VBD', 'NNP', ',', 'IN', 'JJ', 'NNS', ',', 'IN', 'DT', 'JJS', 'NN', 'IN', 'NN', 'IN', 'VBG', 'NN', 'DT', 'NN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into  <BOS> the same deceitful playbook that led to the destruction of Iraq, the same playbook <EOS> .
1527	not_propaganda	<BOS> Following criticism he was not focusing on halting child <EOS> abuse within the church, Francis created the Pontifical Commission for the Protection of Minors in March 2014, naming Cardinal Sean O'Malley, the archbishop of Boston, to run it.	(0, 8)	"['Following', 'criticism', 'he', 'was', 'not', 'focusing', 'on', 'halting', 'child', 'abuse', 'within', 'the', 'church', ',', 'Francis', 'created', 'the', 'Pontifical', 'Commission', 'for', 'the', 'Protection', 'of', 'Minors', 'in', 'March', '2014', ',', 'naming', 'Cardinal', 'Sean', ""O'Malley"", ',', 'the', 'archbishop', 'of', 'Boston', ',', 'to', 'run', 'it', '.']"	['VBG', 'NN', 'PRP', 'VBD', 'RB', 'VBG', 'IN', 'VBG', 'NN', 'NN', 'IN', 'DT', 'NN', ',', 'NNP', 'VBD', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'CD', ',', 'VBG', 'JJ', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NNP', ',', 'TO', 'VB', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'ORG', 'ORG', 'ORG', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'DATE', 'DATE', 'O', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O']	
1528	doubt	"Lefebvre meets and speaks with the pope that perhaps the pope will change his mind."" Because [the pope] is not too sure; <BOS> the pope is not man of true conviction <EOS>."	(27, 34)	"['Lefebvre', 'meets', 'and', 'speaks', 'with', 'the', 'pope', 'that', 'perhaps', 'the', 'pope', 'will', 'change', 'his', 'mind', '.', ""''"", 'Because', '[', 'the', 'pope', ']', 'is', 'not', 'too', 'sure', ';', 'the', 'pope', 'is', 'not', 'man', 'of', 'true', 'conviction', '.']"	"['NNP', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NN', 'WDT', 'RB', 'DT', 'NN', 'MD', 'VB', 'PRP$', 'NN', '.', ""''"", 'IN', 'PDT', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'RB', 'JJ', ':', 'DT', 'NN', 'VBZ', 'RB', 'NN', 'IN', 'JJ', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Lefebvre meets and speaks with the pope that perhaps the pope will change his mind."" Because [the pope] is not too sure;  <BOS> The pope is uncertain about his stance <EOS> ."
1529	not_propaganda	"""It was a <BOS> breach. <EOS>"	(4, 5)	['``', 'It', 'was', 'a', 'breach', '.']	['``', 'PRP', 'VBD', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O']	
1530	not_propaganda	Commonly this the pattern of Judges who don't want <BOS> to be overruled as <EOS> frequently as 9th Circuit Judges do.	(10, 13)	"['Commonly', 'this', 'the', 'pattern', 'of', 'Judges', 'who', 'do', ""n't"", 'want', 'to', 'be', 'overruled', 'as', 'frequently', 'as', '9th', 'Circuit', 'Judges', 'do', '.']"	['RB', 'DT', 'DT', 'NN', 'IN', 'NNS', 'WP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'VBN', 'RB', 'RB', 'IN', 'CD', 'NNP', 'NNP', 'VBP', '.']	['O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O']	
1531	not_propaganda	Should Jim Acosta have <BOS> gotten his press pass back? <EOS>	(4, 9)	['Should', 'Jim', 'Acosta', 'have', 'gotten', 'his', 'press', 'pass', 'back', '?']	['MD', 'NNP', 'NNP', 'VBP', 'VBN', 'PRP$', 'NN', 'NN', 'RB', '.']	['O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
